locationName,longitude,latitude,altitude,locationType,timeZone,recordDateandTime
Anthonyfort,-30.464794529704875,-49.8945574737417,2681.559531657751,Suburban,Africa/Lagos,2024-01-14T15:36:28
Janiceport,71.04582821476149,-44.56390423468314,2672.621304393113,Suburban,America/El_Salvador,2024-05-27T02:17:26
West Lindafurt,-7.262036991474986,-34.841498320839406,2353.690664416107,Urban,Europe/Vienna,2024-10-18T07:37:43
South Charlesville,102.01517507095002,-85.88088923986113,3829.7614560353536,Rural,Asia/Kabul,2024-10-18T01:44:23
Scotttown,136.58979761407517,4.448865857329864,3325.024998355707,Suburban,America/Nassau,2024-07-10T23:36:44
South Johnborough,-168.33691901700115,-5.761189334131998,4599.205302083756,Suburban,Europe/Bucharest,2024-05-07T12:46:50
Port Allisonshire,-123.72838700474519,35.57516147131753,1171.2539235304403,Rural,Europe/Lisbon,2024-10-07T18:12:21
Johnbury,-178.8027389553129,43.4735050459486,3663.3189542194705,Suburban,Asia/Nicosia,2024-04-28T13:39:54
Port Joshua,-112.21130021802351,-20.23856220080286,2742.80391406021,Urban,Africa/Malabo,2024-06-24T08:41:23
Stephaniehaven,-177.85222676279545,19.365147212165397,1837.4487354004755,Suburban,Australia/Perth,2024-10-05T01:11:46
Lake Iantown,-146.12097488415208,-34.55482074293784,4356.870259781614,Urban,Africa/Abidjan,2024-05-28T06:51:45
West Amy,-5.990442658792006,66.39276399043789,285.646528051785,Suburban,Europe/Rome,2024-03-20T21:42:47
West Heather,-31.043526419567996,49.08235817790347,1258.3777133731944,Rural,Africa/Asmera,2024-03-07T18:09:41
Anthonyshire,-140.39337589875083,43.91878322350121,1508.4097069993152,Urban,Africa/Windhoek,2024-09-18T10:11:59
East Juanburgh,129.97387090611778,28.725175626381954,3672.646605956266,Rural,Africa/Algiers,2024-06-18T16:23:15
Amandabury,112.50452946123335,-9.766889949176289,1667.070293813332,Rural,America/Argentina/Buenos_Aires,2024-01-29T23:25:34
Hollyton,-171.17793338914709,-25.278850342542356,153.8048938879788,Rural,Europe/Vilnius,2024-09-23T02:04:33
Judyberg,-27.93460649411375,-15.539578507900984,4044.616155331666,Rural,America/Caracas,2024-10-10T02:31:05
Port Omar,-31.490912090676176,-21.330576151269184,2579.6737952788794,Urban,Africa/Addis_Ababa,2024-11-08T08:37:23
New Katiemouth,159.882077750208,-3.5903462971091216,4629.981471427982,Rural,America/Argentina/Cordoba,2024-04-27T17:44:46
East Jo,-171.94891685105165,-61.931894360970745,3443.527535242856,Urban,Africa/Cairo,2024-07-13T00:15:31
Andrewville,-119.40102530654886,-38.27507713519698,142.9849510357911,Urban,Africa/Sao_Tome,2024-10-28T19:09:10
Rebeccaland,104.34512201914339,17.661996828824783,4337.333790994126,Suburban,Africa/Porto-Novo,2024-07-20T10:05:09
South James,61.0581234925117,25.636067517427207,1230.9106481498184,Suburban,Europe/Andorra,2024-01-21T20:20:56
Rachelbury,-42.68391332518584,-55.716707080697795,2816.0814965710624,Urban,Pacific/Fiji,2024-10-24T05:43:10
Lovebury,-73.48199682393181,-36.79589343553626,4236.818782765418,Urban,Asia/Jerusalem,2024-05-18T16:40:47
Westton,71.8511762817576,79.93555390986867,4585.020750871575,Rural,Asia/Singapore,2024-04-28T18:10:00
Lake Sierraville,-137.81796617398487,-28.95654589497937,4505.4314557706575,Rural,Asia/Ashgabat,2024-03-07T21:17:57
Port Shannon,56.93895797159192,18.815906977053075,4140.0248067336415,Suburban,Asia/Karachi,2024-07-14T15:36:00
Lake Christophershire,117.81948583241353,35.988162125298174,863.4698398315377,Rural,Europe/Zagreb,2024-07-18T05:37:43
North Brandonhaven,111.39843451786919,-52.643360501833754,2465.123635640561,Rural,Europe/Zurich,2024-11-11T11:47:29
Mcdowellside,-45.92651980382584,36.35494668854969,3370.236781340058,Urban,Asia/Jakarta,2024-04-13T03:56:07
West Loriview,-45.1452853082358,52.77781184260334,4398.381288766221,Rural,Africa/Lagos,2024-06-05T19:16:40
Katelynville,-42.10777342334373,-80.46008442287406,2741.4172955093914,Suburban,Africa/Abidjan,2024-07-18T21:52:39
New Charlesport,-100.8488469351031,-70.8590836434395,4668.193408628915,Suburban,America/Guatemala,2024-05-23T07:58:20
Bartonstad,-134.49676538728994,89.16291331175506,4627.72048007808,Rural,America/Havana,2024-03-26T00:33:18
Robertmouth,-11.68836218063447,75.62024081302863,3712.687519604972,Suburban,Asia/Karachi,2024-10-12T08:12:24
Christensenfurt,154.06504014818756,-35.912509689692605,4132.07712035745,Suburban,Europe/Minsk,2024-08-26T22:03:27
Russoshire,-177.61029647115947,-4.367212969026809,1001.0326368942046,Rural,Asia/Jakarta,2024-08-31T18:10:43
Bradleyhaven,77.88641917096749,34.472487040979814,4207.874223090993,Rural,Indian/Comoro,2024-11-06T09:10:15
Haroldton,-104.80289997541573,71.58262206921765,4876.734401637761,Rural,Asia/Tokyo,2024-01-07T22:52:35
Anthonyland,60.667965472959935,-51.345342873960405,2455.6142168844976,Suburban,Africa/Ouagadougou,2024-01-18T07:00:12
Taylorfort,80.41938767492394,-89.12610924169255,4713.225368717145,Urban,America/St_Vincent,2024-04-26T22:28:04
Beltranbury,93.03105236480059,-70.02260230098162,4638.288988938749,Urban,America/St_Vincent,2024-11-21T17:11:38
Shieldsborough,-174.57413283783467,-21.612080220105057,2967.6426953380123,Urban,Africa/Algiers,2024-10-20T06:30:30
Johnsonland,177.2075419478852,-36.20307479866011,3395.47623437293,Rural,America/St_Kitts,2024-05-25T16:36:48
Port Joseph,-93.1677620616607,67.87835957014846,4373.921355778658,Urban,Africa/Brazzaville,2024-02-15T04:00:58
Josephstad,-178.6211111256189,17.655548993487727,1872.7822686398154,Suburban,Pacific/Apia,2024-08-05T01:57:24
Heatherstad,108.29473854213273,-43.9108848907604,2380.8575821403115,Urban,Pacific/Easter,2024-07-14T00:37:36
Lake Brittanyshire,3.690183089662554,81.65827124166111,2365.7985100032092,Rural,Europe/Paris,2024-06-29T03:22:50
Christopherchester,58.04082687842194,-74.00199216528621,353.7224416156787,Rural,America/Asuncion,2024-07-21T09:56:06
Jameston,44.06850896721181,87.25324792530628,4536.3934796254025,Urban,Europe/Luxembourg,2024-05-25T13:40:25
South Michaelshire,-87.68945828254996,70.32801924979125,2489.05215678355,Urban,Europe/Bratislava,2024-02-01T20:31:31
Bowmanbury,136.91325957899898,-56.93528264120323,4822.931445056552,Rural,Europe/Helsinki,2024-09-01T00:33:38
North Ryantown,43.69315612749162,67.51634926694217,2972.136012476938,Urban,Europe/Copenhagen,2024-08-28T05:20:22
Jesseview,148.93472163722203,8.078075699812686,1614.0301029023346,Rural,Europe/Chisinau,2024-08-28T14:53:57
Antonioside,-104.28105030659185,62.842088644435705,3329.9248907507035,Rural,Europe/Prague,2024-04-17T23:27:42
East Jessicatown,132.63249304718755,-63.42866634978134,3862.68847389335,Urban,Indian/Maldives,2024-10-24T10:14:19
Nicolechester,52.761902887982814,48.447674566320984,96.25712517472462,Urban,Europe/Paris,2024-11-13T19:11:13
Martinchester,82.53744553684885,-32.17668344728403,3625.854821075869,Rural,Europe/Chisinau,2024-09-17T19:32:55
South Frankhaven,-118.6528180794809,66.64904710157808,526.8290630715977,Suburban,Asia/Colombo,2024-07-20T21:50:30
Port Judith,70.99619235400044,48.424010758952846,4502.5283938561815,Suburban,America/Guatemala,2024-01-21T01:20:10
Moralesview,-1.604231486282572,88.8160236123509,733.203050824796,Rural,Europe/Minsk,2024-08-29T16:51:18
Mosesmouth,83.11614530384287,62.458110275338356,543.4999497910864,Urban,Africa/Dakar,2024-03-12T05:36:20
Taylorville,-33.245610327660074,-52.60244149766327,1581.2886970472566,Rural,Europe/Berlin,2024-02-03T07:58:05
New David,52.96529584650156,-25.629120447866313,226.99595736204836,Rural,America/St_Lucia,2024-07-07T01:45:37
East Matthewbury,19.0918797352617,64.4469306183122,4265.364248041898,Urban,America/Jamaica,2024-08-17T20:15:09
Port Phillip,176.29069133572239,-41.65416999449125,2555.7341586535813,Suburban,Europe/Amsterdam,2024-04-24T07:09:15
West Joseph,139.48561523929493,-1.0114824616248939,4168.492468292294,Urban,Asia/Phnom_Penh,2024-04-09T01:21:56
Raymondshire,-70.13817214684592,-69.6913673462129,4260.36426640323,Urban,America/St_Vincent,2024-01-25T23:23:36
Lake Kristatown,97.36689541149781,-12.219917858296526,4635.701462325526,Rural,Asia/Beirut,2024-10-14T13:52:37
Lake Denise,-41.76497822633567,-45.4359582666092,312.26244378648016,Rural,Asia/Yerevan,2024-09-20T12:20:31
New Christinafort,101.43265399496744,38.8455271991088,2964.8197187923142,Urban,Europe/Tirane,2024-11-20T19:25:00
East Jamieton,-40.35344124486471,76.06776163060056,4019.4488538980804,Suburban,America/Guyana,2024-08-27T07:39:39
South Juan,29.647118402676398,-67.06155954882915,2523.3273077485933,Suburban,Europe/Vilnius,2024-08-03T12:00:09
Lake Zoestad,-151.5679963039599,-62.21669313638085,2360.661662572721,Urban,America/El_Salvador,2024-04-30T19:47:15
Sherichester,-60.98678554046589,9.131446032978204,3835.0404562529866,Rural,America/St_Vincent,2024-01-29T15:31:02
Kingshire,97.99357165265502,-69.62631586479073,3537.931827347612,Suburban,Pacific/Easter,2024-04-11T11:00:06
Timothyside,-24.228662142666593,-72.56462281005508,3729.308503474014,Urban,Africa/Casablanca,2024-01-07T19:44:25
Wallschester,-89.1769206850494,-4.992232163141125,1187.9687148207074,Rural,Asia/Baku,2024-09-22T08:31:43
Joshuaport,68.33964068497849,29.314351377207387,3073.6492897892686,Urban,Asia/Manila,2024-04-05T02:40:34
Lake Michelleville,-121.2341297767725,19.27739263901678,1541.3351383164027,Urban,Indian/Mahe,2024-08-03T21:20:47
North Jon,62.77110641164606,-3.2572300546752615,1383.8069746917597,Suburban,Africa/Algiers,2024-07-10T13:59:30
Port Tylertown,61.26875723800836,73.1227318198402,3243.930876657013,Suburban,Europe/Paris,2024-04-16T01:36:35
Nealtown,-31.45707249323746,55.665184355532176,3529.6374128004727,Suburban,Europe/Amsterdam,2024-01-12T05:26:07
Jefferyport,-96.02223312278208,27.99305860180796,621.5967413474472,Urban,Europe/Andorra,2024-03-29T20:56:02
New Walter,101.9203409185227,33.75593736344047,2440.7377655871637,Suburban,Asia/Singapore,2024-10-18T13:05:35
Port Jeffreyshire,46.44254221782694,-18.342619917568342,2684.004797006931,Rural,Asia/Baghdad,2024-04-30T02:57:17
Richardmouth,59.66356348298953,49.79487769566569,1573.2289113131026,Suburban,America/St_Kitts,2024-02-15T14:53:31
Westfort,-128.30430875274163,-83.97252573738263,4906.726417060499,Rural,Pacific/Efate,2024-05-13T03:26:18
Port Johnton,-132.01752948920654,79.0067864573667,1618.6910888618067,Rural,Africa/Bissau,2024-07-18T17:19:49
West Samuel,-4.604581020638534,11.322016747723978,2999.3396510873017,Rural,Australia/Lindeman,2024-06-21T23:26:28
South Katelynside,-86.79983666215813,-26.46738318048245,587.6576785614551,Rural,Africa/Windhoek,2024-02-03T01:21:47
East Travisport,-80.22217683191133,-33.10287762129073,2981.316254147452,Rural,Africa/Bujumbura,2024-03-09T22:52:43
Lake Joshuatown,-123.97200436489358,79.55732006083238,2697.4222312671777,Suburban,Asia/Thimphu,2024-01-04T05:43:54
Gordonberg,2.2624668897469746,7.029969178610884,3586.382831832537,Rural,Europe/Prague,2024-08-28T05:47:53
Grantfurt,-127.15787330734011,56.843845912044685,3703.661355362266,Suburban,Europe/Luxembourg,2024-06-13T18:58:21
Aguilarburgh,-65.22481124029441,-2.233765194934449,1169.422145263397,Urban,Europe/Zagreb,2024-09-10T01:09:21
Obrienshire,30.283866037578917,-32.687461408114906,3914.2639937861595,Suburban,Asia/Tokyo,2024-07-27T02:46:44
Lake Stephanie,163.54911372594927,-59.767869847518014,606.8473184088414,Urban,Africa/Lome,2024-04-07T15:38:48
New Sonialand,73.1501462472138,-37.74681146815611,2269.1349055422875,Suburban,America/Dominica,2024-03-30T20:52:23
Markmouth,-105.56701279985904,77.9061358598967,1010.6178726268411,Suburban,America/Managua,2024-06-18T04:09:29
Watersborough,138.20966294886034,-5.155337248145955,3972.596468791126,Urban,Asia/Colombo,2024-03-05T01:53:22
Melissaview,135.00736941107397,-45.230880413446734,1121.2954136464891,Suburban,Asia/Vientiane,2024-10-13T07:50:08
Port Patriciamouth,-0.08339636762926261,58.94283699230428,616.2485927023581,Suburban,Europe/Dublin,2024-06-19T04:20:04
West Pamela,111.88358535877984,-36.37808964319406,2118.653129014973,Rural,Asia/Saigon,2024-04-03T07:47:54
Reyesberg,105.0704367329102,-38.17918692112452,1259.0485667492496,Rural,Europe/Rome,2024-02-16T08:18:13
Morganfort,-133.91481311472285,-28.03230631079238,3851.6818600658094,Urban,Asia/Jakarta,2024-04-01T21:25:18
Bradleymouth,59.69907508578976,31.72604782891088,2770.220876109375,Urban,Asia/Taipei,2024-08-09T05:03:03
Ramirezside,34.3798024694963,-29.049484961082968,4066.3357423715524,Rural,Asia/Aqtau,2024-09-11T03:07:11
Barneshaven,122.73879234179662,49.78056890339258,1333.9283495164684,Urban,America/Dominica,2024-06-22T05:06:47
Port Loriside,-142.32735024896223,12.276663065022177,3654.027392493661,Urban,Asia/Baghdad,2024-04-01T00:03:07
Douglasland,-68.5539828945588,-57.22745770387131,3484.9831164822285,Urban,Africa/Douala,2024-05-20T15:12:30
Amandaberg,-68.13693564783537,36.50043247488398,1356.5987493433124,Urban,Asia/Damascus,2024-02-08T18:28:01
Daviston,-92.36040868927677,-44.772766854316316,288.46927363691157,Urban,America/St_Vincent,2024-03-12T07:42:39
Kennethfort,-80.6433126282039,55.50966179671562,2034.5615165433712,Urban,America/Costa_Rica,2024-03-28T01:00:15
Austinmouth,79.72147017153918,-12.039320654585893,3721.5238391117778,Rural,Europe/Brussels,2024-03-10T23:11:26
South Joseph,-141.71892490584767,22.862756648271173,3086.018474040891,Rural,Europe/Vilnius,2024-02-16T00:46:23
New Karen,-30.350932387431328,-18.961847142246484,3630.0126467876794,Urban,Asia/Ashgabat,2024-06-03T01:38:03
Rachelberg,7.2130647958136365,-85.54868246939995,3136.6719494253452,Urban,America/Barbados,2024-07-31T11:20:19
North Sherryport,70.74405880085214,64.87840901633243,58.868167379194645,Rural,America/Guatemala,2024-08-05T21:14:20
Port Kendraborough,62.67592924884843,-31.71884909287123,4016.366940141614,Suburban,Asia/Samarkand,2024-01-06T19:12:58
East Annestad,-62.79014254216163,-17.504596221300915,4283.636336637564,Urban,America/Lima,2024-09-08T15:44:13
Steelehaven,63.77182288076196,9.38870008138241,4816.21818175878,Rural,Africa/Niamey,2024-03-07T13:17:16
Nancyfurt,-179.4105142678432,-56.40193643786486,1441.48941904379,Urban,Asia/Almaty,2024-03-26T00:46:03
Elizabethland,-151.28586390768297,-85.77548382207848,4689.8022058820725,Urban,Asia/Katmandu,2024-05-24T23:07:46
Port Tonyamouth,168.0842685715649,23.117151714034136,3347.437794494338,Rural,Europe/San_Marino,2024-06-19T11:48:17
Herreraview,-43.72634959236481,71.38401965551867,1895.5449615201526,Rural,Pacific/Kwajalein,2024-04-16T17:57:12
Charlesside,-146.24218095478034,-88.63268801246106,508.9710143292975,Suburban,Pacific/Nauru,2024-02-29T16:18:56
Perezland,-2.500148529757155,-70.86147287325275,708.6795809802427,Urban,Asia/Ashgabat,2024-06-02T01:25:14
East Samuelland,73.96694096677706,-24.2674759811311,554.8769621194393,Urban,Europe/Bucharest,2024-04-29T12:41:56
South Katie,-57.08449870323898,-1.153249197316498,78.6537844011037,Suburban,America/St_Vincent,2024-02-09T23:58:15
Pattonchester,-85.62349475643029,12.15949178372776,4272.579425304147,Rural,Asia/Dhaka,2024-08-12T20:31:45
Audreyview,38.741945000356054,-71.18839220917638,2505.9245854136675,Rural,Europe/Copenhagen,2024-04-06T21:46:47
South Gerald,-146.68400874288687,13.355975709917402,4479.347697015579,Rural,Asia/Colombo,2024-09-10T12:50:28
New Martha,-30.943886361826145,75.87898200478065,103.60622048645408,Suburban,Africa/Bangui,2024-02-29T02:25:37
Johnstonton,78.02452968066115,1.29659054065597,3407.636561403064,Suburban,Europe/Bratislava,2024-04-30T23:30:31
Sawyerborough,159.2086048820613,-18.640289944124504,1871.0668816816706,Suburban,America/Santiago,2024-01-07T17:05:53
New Maria,-58.00698497914851,-52.42805972300484,4856.670637124565,Suburban,Pacific/Funafuti,2024-11-06T09:37:27
Scottmouth,-101.7704641622795,78.89012396489812,59.35921584755033,Urban,America/Panama,2024-04-15T03:37:48
Barkerburgh,-109.161452790891,88.68056385587522,3912.658804258831,Suburban,Europe/San_Marino,2024-09-18T03:40:46
East Antoniotown,-144.28880516371387,-32.24601280951675,137.67864169467293,Urban,America/Grenada,2024-01-14T06:37:56
Port Richardfort,-71.64115071360854,56.566431426967085,4103.997348310697,Suburban,Europe/Zagreb,2024-07-14T10:35:16
Jamesmouth,-9.090463811144701,-62.67368053221661,4610.770080242418,Suburban,Asia/Baku,2024-09-10T19:32:26
East Bill,-50.122726260693014,22.442243459730093,3418.439699446128,Rural,Africa/Maputo,2024-03-08T18:24:48
East Baileyside,-125.61309477301361,82.43420223541926,1139.48398548176,Suburban,Africa/Dakar,2024-06-25T20:28:07
Branchfurt,122.48402540897524,34.6796517533229,368.21993770487893,Rural,Asia/Baghdad,2024-08-11T20:43:29
South Derekborough,34.32955437232013,21.428002271596668,38.984986704364566,Rural,Asia/Riyadh,2024-05-12T23:43:10
West Billyside,179.81280983945038,-1.8428028278941042,311.49914821255453,Urban,Africa/Gaborone,2024-09-01T00:52:49
Shawnstad,36.21775542622666,85.5426452120472,683.7813385620511,Urban,Pacific/Kosrae,2024-02-26T13:13:56
Sherylchester,-173.45457797809274,-55.81730682484939,289.8573547703959,Urban,Indian/Maldives,2024-01-06T14:33:48
Port Robertview,-167.81116868392576,-81.04308350886761,4925.377531785338,Rural,Pacific/Apia,2024-11-09T12:20:28
Michelletown,-154.17110177238538,84.80082296546362,1974.6078321603577,Suburban,Europe/San_Marino,2024-04-30T08:20:44
Mooreport,38.06455999368791,-57.694545739339624,276.8362437958216,Suburban,Europe/Monaco,2024-10-01T13:16:17
Ryanberg,47.61251440988693,21.148223755354422,4162.2380035937385,Urban,Asia/Hebron,2024-06-10T01:16:32
West Scott,35.22266332178947,43.331169919931085,168.6784036418415,Urban,Africa/Dar_es_Salaam,2024-10-21T05:26:48
South Williamtown,155.3400570027169,-87.74864034780212,4382.833989674116,Rural,Asia/Dushanbe,2024-02-04T14:02:32
Smithstad,27.01956719843224,-46.84688667969359,33.93045019421281,Suburban,Europe/Bratislava,2024-08-16T00:35:23
Jamesberg,-153.75718783203487,48.2163757985665,4326.298521426452,Suburban,Asia/Hebron,2024-05-27T05:10:40
North Alexanderhaven,144.72284445749523,-20.290928743108793,2069.008508022684,Rural,Asia/Seoul,2024-04-26T15:40:00
East Anthonyland,138.62196180236282,-87.49711221990691,4956.417411931179,Rural,Europe/Riga,2024-03-08T04:53:04
East Robert,124.89148931150874,11.342600171698138,3041.288354782711,Suburban,Asia/Tbilisi,2024-03-17T15:56:09
Parkerville,80.49700041360268,61.514927469814694,4289.209300613066,Urban,Asia/Baghdad,2024-08-31T06:12:36
Jacobsonburgh,19.439255280159472,-27.297213540845995,4952.8917424846295,Suburban,Asia/Taipei,2024-04-09T04:49:06
Morrisberg,-115.52817480871327,-87.26843008240056,4571.541221955553,Suburban,Asia/Riyadh,2024-10-09T02:01:13
Port Paulbury,47.35767092598769,-62.80021753344464,4678.957199566725,Suburban,Europe/Monaco,2024-03-18T07:02:34
North Elizabeth,69.95680156966719,52.213636316857816,3906.70376266074,Rural,Europe/London,2024-06-18T12:57:19
Josetown,-15.142283908581675,-89.20075898658857,3408.348925776981,Rural,America/Guatemala,2024-08-30T07:37:43
Barbarafurt,-84.09680056491122,75.36533369655888,1198.4693045471784,Suburban,Africa/Maputo,2024-04-07T20:54:23
Hardytown,55.42605643656475,-55.48102125818677,3488.8548917071485,Suburban,Europe/Rome,2024-07-25T15:39:03
South Samueltown,-136.2350947457918,-29.01213710975035,52.34577731983936,Rural,Africa/Mbabane,2024-02-23T22:49:19
North Michaelside,53.22998829776387,-47.314732634423336,4198.5588417870695,Suburban,America/Hermosillo,2024-02-07T22:06:11
Melissastad,-65.01989680898924,-43.44630327162173,4590.675722958621,Rural,America/Belize,2024-02-16T20:30:14
East Angelaton,-55.966460809968524,72.43485814962625,1894.4194943301745,Suburban,Africa/Maputo,2024-02-21T12:00:19
North Mariah,145.27314693315077,-11.97743879161635,2868.6046489460664,Rural,Africa/Khartoum,2024-10-10T09:09:51
Barbaraton,16.490790048822447,-65.78768204036095,4483.733427232089,Rural,America/Tegucigalpa,2024-02-22T04:59:18
Wernerbury,-22.79228673178514,-51.1057266481981,1732.9478588138609,Rural,Asia/Dili,2024-03-23T09:19:51
Andersonport,125.3643122238837,-57.91526567398281,2454.796804545334,Rural,Pacific/Funafuti,2024-06-06T23:00:26
Bishopshire,-89.21050259343957,54.980487884038524,780.0972695323167,Rural,Europe/Warsaw,2024-06-07T18:15:47
East Joseph,111.20715577151611,-53.511966140634875,2935.410279342848,Rural,Asia/Amman,2024-04-24T14:12:57
Huntberg,-149.41961512342758,-61.578367809400305,4919.450254732682,Urban,Asia/Hovd,2024-02-28T05:05:37
West Daniellestad,17.46062110624763,-86.6256427765958,3236.21225767386,Suburban,Europe/Oslo,2024-04-21T22:21:38
Warrenborough,83.31523579487714,7.277803188336634,2663.4325456833812,Rural,Asia/Calcutta,2024-04-07T10:41:55
Jenniferburgh,-170.10820140300916,-71.71931346443009,3056.24133030143,Urban,Europe/Sofia,2024-03-23T19:32:07
Rachelton,-10.406135434958344,-23.587848476194324,1810.6797218599074,Rural,Asia/Dili,2024-09-11T00:53:06
East Jesusville,-108.8923675337172,50.853674845682065,1570.290955317581,Urban,Africa/Kinshasa,2024-04-07T23:28:09
West Tony,-139.48605972551965,73.70841944009439,522.3924721099354,Urban,Asia/Brunei,2024-05-05T14:34:51
Angelatown,68.49894182022317,-80.1193794055648,3560.3255150518266,Suburban,Africa/Casablanca,2024-07-13T13:50:01
Williambury,-145.09067160441657,-56.943236700793506,149.3123772747712,Rural,America/Antigua,2024-09-30T22:57:35
South Davidberg,-143.82609236285174,27.02278964649321,2190.0299580751207,Suburban,Asia/Kuching,2024-03-16T01:51:31
Ebonytown,-167.16924401370792,-70.85880198190229,3002.5834636619757,Urban,America/Cancun,2024-10-27T09:48:16
North Johnburgh,26.651568767341274,71.23073649237114,1365.4694831701543,Suburban,Asia/Jayapura,2024-10-13T22:33:52
Lisamouth,131.18407837962656,-15.09226825906967,3529.372643921717,Urban,Asia/Amman,2024-09-04T21:10:05
Parsonsland,46.77662367148929,30.22901942352135,2559.1781367505732,Suburban,Africa/Harare,2024-01-26T10:33:53
Parsonsberg,131.90145294874839,26.638977422165112,4390.719094219477,Rural,Asia/Gaza,2024-11-23T08:35:58
Rebeccaburgh,-163.89202474222387,-32.85521457416093,16.842941625746512,Urban,Asia/Dubai,2024-08-11T21:52:11
New Jeanetteland,-57.02042865702525,-73.53494089565133,3724.2600699162695,Urban,Indian/Comoro,2024-06-08T16:14:29
Latoyaville,147.97522337094523,-77.22720196909532,371.576040320058,Suburban,Europe/Ljubljana,2024-07-17T07:54:34
West Danielport,43.400667249158204,-41.84499027696896,2016.4327539111825,Urban,America/Antigua,2024-02-14T16:49:04
West Davidtown,123.13687042899068,34.771728074884535,675.4567326301359,Rural,Asia/Shanghai,2024-05-04T11:53:53
Juliefort,-125.90724854407874,79.16313072193586,694.4562327726117,Urban,Europe/Bucharest,2024-07-19T20:25:39
Jonesfort,175.13560694285383,17.200099726181506,2754.2072654481053,Suburban,Asia/Dushanbe,2024-02-05T14:06:28
Shannonfurt,127.75999534257801,-25.667929224560424,932.9655421390626,Urban,America/Montevideo,2024-07-09T15:09:30
South Donna,87.30067695717884,77.62154983768647,3032.465432039835,Rural,Africa/Casablanca,2024-08-15T23:04:28
South Robert,-38.83438075641877,-37.734608348461904,1968.326281214306,Rural,Europe/Minsk,2024-03-31T17:25:24
Taraton,21.56855307460563,-44.98369952267016,2894.3803161036185,Rural,Africa/Abidjan,2024-07-11T09:36:50
West Diana,-33.97465842724043,-59.99000499464064,108.18782395058457,Suburban,Africa/Cairo,2024-06-08T03:59:42
East Stevenside,-61.75480917299825,36.371123989686836,4727.268567232732,Suburban,Asia/Damascus,2024-09-20T15:21:20
Donnaburgh,32.67114478609949,-55.18551401759259,1050.3255692699959,Suburban,America/Barbados,2024-08-03T01:48:46
Jefferybury,-64.95208529255012,77.38226889107517,1279.862766794686,Urban,Africa/Maputo,2024-03-27T15:26:24
Troytown,-38.264296957318265,-77.11889747842879,4824.5043479951155,Urban,Africa/Nairobi,2024-04-22T06:15:41
East Staceytown,-39.90972091909185,-17.512289000571997,2190.3772066953993,Urban,Asia/Kuwait,2024-04-10T18:45:03
Port Michaelmouth,-94.47618934362752,-41.49377207963106,3560.2125096279024,Suburban,Asia/Thimphu,2024-11-03T12:41:28
Harrismouth,-112.66803759619015,39.259852863055414,197.54647596240017,Rural,Africa/Gaborone,2024-04-28T10:50:08
South Anthony,139.7328063873265,-9.82532062925506,1972.694136895763,Suburban,America/Belize,2024-06-16T16:40:54
Williamsonmouth,170.43610712456848,29.88989133546255,1650.4492457772285,Rural,Asia/Pontianak,2024-10-09T00:26:10
Julieton,-9.703045835505577,-8.966125675057626,3133.8433186057982,Rural,Asia/Damascus,2024-11-10T13:44:22
West Benjaminhaven,-104.1308110568761,65.36931095846936,4476.50516311386,Urban,Asia/Katmandu,2024-08-25T22:44:05
Lake Nathanfurt,-95.16194241632542,-84.23993837792277,2425.7669824956324,Suburban,Europe/Vatican,2024-07-19T17:56:13
East Tracey,55.47378932579235,-35.65949723913093,2057.5712445391823,Urban,Africa/Banjul,2024-07-02T18:44:50
East Juliehaven,138.44037656128944,-58.34172595551741,4592.110386656712,Rural,Africa/Bissau,2024-06-01T01:43:21
Catherineview,33.74656144783671,-54.078929303031366,184.5090943905192,Urban,Africa/Johannesburg,2024-09-17T20:27:10
Castroborough,-134.55297436594896,50.73954340836079,3939.122750226637,Urban,Asia/Samarkand,2024-01-08T02:28:07
South Samanthatown,-2.7411774013293666,75.82595312888603,2077.813413333087,Urban,Europe/Dublin,2024-03-01T23:41:34
Port Cynthiastad,-93.42080536200315,-18.222271336117146,4617.708080576224,Rural,Africa/Blantyre,2024-02-06T12:26:04
Johnsonton,99.50615796093956,78.81399164241304,3414.7395701605915,Urban,Africa/Douala,2024-05-22T01:48:08
North Staceyton,-1.5294104190915334,-85.88257110781643,3592.707100991891,Suburban,Africa/Nairobi,2024-07-20T14:32:46
Gomezfurt,153.82265400204534,-80.46919570079454,4418.373835951497,Rural,Europe/Chisinau,2024-02-10T00:26:36
Nelsonmouth,-136.70419165363,83.10999089706536,3094.2060992615143,Suburban,Africa/Blantyre,2024-10-27T21:44:38
Ianchester,-75.65441281023554,86.3079123639537,3285.6817521941216,Suburban,Asia/Gaza,2024-11-10T19:47:00
Cindyland,-123.05121338633857,-78.75494730072495,1628.6802421928403,Rural,Indian/Mahe,2024-03-24T07:30:22
Priceport,-107.78271835644136,61.49911628235304,1874.7048373146752,Urban,America/Belize,2024-08-29T07:59:13
Larryfurt,-127.61934540270508,40.1894952537117,2856.3051828444336,Rural,Europe/Dublin,2024-03-06T21:09:53
South Coreymouth,13.485219490904143,62.550418565488116,2342.5752756924294,Suburban,America/St_Johns,2024-03-24T07:31:26
Graveshaven,79.41192874023744,-48.193952819824716,1053.761921029388,Suburban,Africa/Kampala,2024-09-17T10:16:09
New Amyville,-32.72420309751425,24.93154305604061,1192.9145447869478,Urban,Pacific/Tongatapu,2024-05-05T14:39:41
